product_name,code,categories_tags,additives_n,additives,additives_tags,energy_kcal_100g,fat_100g,saturated_fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g
Crunchy oats & honey,8410076801180,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:bars', 'en:cereal-bars']",2,[],"['en:e322', 'en:e322i', 'en:e500', 'en:e500ii']",436.0,16.9,2.0,25.1,6.0,8.0,0.79
bueno,80052760,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:wafers', 'en:chocolate-biscuits', 'en:stuffed-wafers', 'en:chocolate-stuffed-wafers']",2,[],"['en:e322', 'en:e500', 'en:e500ii']",572.0,37.3,17.3,41.2,2.0,8.6,0.1975
Figue & son,3251490332080,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'fr:biscuits-au-son-de-ble', 'fr:biscuits-au-son-de-ble-et-la-figue']",2,[],"['en:e322', 'en:e322i', 'en:e330']",450.0,19.0,1.7,16.0,13.0,9.3,0.19
Bitter Extra Kraftig,3046920028721,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates', 'en:dark-chocolate-bar-with-more-than-70-cocoa']",0,[],[],573.0,49.0,30.0,1.0,,14.0,0.7
Nestlé Dessert,7613035040823,"['en:snacks', 'en:desserts', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates', 'en:dark-chocolate-bar', 'en:dark-chocolate-bar-for-cooking-with-more-than-40-cocoa']",1,[],"['en:e322', 'en:e322i']",548.0,34.1,20.2,46.4,7.3,6.0,0.01
Petit beurre,6111259342828,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:petit-beurre', 'en:biscuit-au-beurre', 'en:snacks-sucres']",4,[],"['en:e322', 'en:e322i', 'en:e450', 'en:e450i', 'en:e500', 'en:e500ii', 'en:e503', 'en:e503ii']",427.0,17.5,8.5,15.3,1.2,6.6,0.23
Pains au lait x10,3256540000698,"['en:snacks', 'en:sweet-snacks', 'en:sweet-pastries-and-pies', 'en:viennoiseries', 'en:milk-bread-rolls']",2,[],"['en:e300', 'en:e471']",353.0,11.0,4.0,11.0,3.5,8.6,0.00275
Chocolat au lait,3045140105502,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:milk-chocolates', 'en:milk-chocolate-bar', 'en:cacao-et-derives', 'en:snacks-sucres']",1,[],"['en:e322', 'en:e322i']",539.0,31.0,19.0,55.0,2.3,6.5,0.275
Brioche Tranchée Bio 400g,3284230006408,"['en:snacks', 'en:breakfasts', 'en:sweet-snacks', 'en:sweet-pastries-and-pies', 'en:viennoiseries', 'en:brioches', 'en:pure-butter-brioche', 'fr:brioches-tranchees']",0,[],[],336.0,9.4,0.9,13.0,3.9,8.8,0.95
Bio Chocolat Noir Cacao 70%,40896243,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates', 'en:dark-chocolate-bar-with-more-than-70-cocoa']",1,[],['en:e322'],570.0,42.0,25.0,28.0,7.0,9.0,0.02
King cookies choco,6111259343344,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:chocolate-biscuits']",0,[],[],475.0,24.0,12.0,31.2,,5.4,0.27
Granatapfel Sauerkirsche Fruchtgummi,10614594,"['en:snacks', 'en:sweet-snacks', 'en:confectioneries']",0,[],[],138.0,1.84,0.32,0.4,0.0,2.88,1.1
La gâche tranchée,3587220002252,"['en:snacks', 'en:sweet-snacks', 'en:sweet-pastries-and-pies', 'en:viennoiseries', 'en:brioches']",1,[],"['en:e160a', 'en:e160ai']",341.0,12.0,7.4,13.0,,8.1,1.12
Excellence Noir Subtil Doux 70% Cacao,3046920029780,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates', 'en:dark-chocolate-bar-with-more-than-70-cocoa', 'en:extra-fine-dark-chocolates']",1,[],"['en:e322', 'en:e322i']",610.0,48.0,29.0,29.0,,6.9,0.01
Sour Cream & Onion,5053990101597,"['en:snacks', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:salty-snacks-made-from-potato']",8,[],"['en:e160b', 'en:e270', 'en:e296', 'en:e330', 'en:e471', 'en:e621', 'en:e627', 'en:e631']",537.0,33.3,5.56,7.41,3.7,6.67,2.5
Chocolat Noir 92% cacao,8410510012196,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates']",2,[],"['en:e322', 'en:e322i']",580.0,49.0,33.0,10.0,,15.0,0.0
Granola L'Original,7622210601988,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:chocolate-biscuits', 'en:shortbread-cookies', 'en:biscuit-with-chocolate-covering', 'en:digestives-covered-with-chocolate', 'en:shortbread-cookie-with-chocolate']",5,[],"['en:e322', 'en:e322i', 'en:e330', 'en:e476', 'en:e500', 'en:e503']",491.0,23.0,12.0,28.0,3.5,5.9,1.2
Biscoff Creamy,5410126006957,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:breakfasts', 'en:spreads', 'en:sweet-spreads', 'fr:pates-a-tartiner', 'en:speculoos-spreads']",3,[],"['en:e322', 'en:e322i', 'en:e330', 'en:e500', 'en:e500ii']",584.0,38.1,7.6,36.8,0.8,2.9,0.54
Cracotte Céréales Complètes,3041090063206,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:extruded-crispbreads']",0,[],[],380.0,2.8,1.0,7.9,5.4,11.0,1.6
Fruit & Nut Mix,20815394,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:snacks', 'en:dried-products', 'en:fruits-based-foods', 'en:dried-plant-based-foods', 'en:dried-fruits', 'en:dried-mixed-fruits', 'en:mix-of-grains-and-dried-fruit', 'en:mix-of-grains-and-raisins', 'en:nuts-with-dried-fruits']",0,[],[],504.0,31.7,3.0,35.7,6.9,10.8,0.02
Chips,5017764128104,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:potato-crisps', 'en:corn-chips']",0,[],[],494.0,25.4,3.5,0.1,4.0,7.7,0.9
Pringles Sare,5053990101573,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:salty-snacks-made-from-potato']",1,[],['en:e471'],530.0,31.0,3.0,0.9,3.5,6.1,1.0
wasa,7300400481571,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:cereals-and-their-products', 'en:chips-and-fries', 'en:crisps', 'en:breads', 'en:crispbreads', 'en:crispbreads-wholemeal']",0,[],[],338.0,1.5,0.3,2.0,20.0,9.0,1.0
Henry's Sable Coco Biscuit 85G,3362600001106,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:shortbread-cookies', 'en:shortbread-cookie-with-coconut']",2,[],"['en:e500', 'en:e500ii', 'en:e503', 'en:e503ii']",376.5,10.5,5.45,20.0,2.3,6.5,0.75
Cracotte,3041090063114,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:extruded-crispbreads']",1,[],['en:e450'],387.0,2.7,1.0,7.9,3.0,11.0,1.7
Biscuit raisins,3175681851856,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:shortbread-cookies', 'en:fruit-biscuits', 'en:shortbread-biscuit-with-fruits', 'en:biscuits-et-gateaux', 'en:snacks-sucres']",3,[],"['en:e322', 'en:e336', 'en:e500']",442.0,14.0,1.3,17.0,4.9,8.5,0.2
Nutri+ avoine chocolat,3229820794525,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:chocolate-biscuits', 'en:oatmeal-biscuits']",3,[],"['en:e392', 'en:e500', 'en:e503']",454.0,18.0,3.2,17.0,7.6,8.2,0.61
Pringles Original,5053990156009,"['en:snacks', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:crisps-made-from-reconstituted-potato']",2,[],"['en:e160b', 'en:e160bii', 'en:e471']",534.0,31.0,6.6,1.4,3.5,5.9,1.1
Biscuits goût chocolat,3061990143365,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:chocolate-biscuits', 'en:filled-biscuits']",3,[],"['en:e322', 'en:e322i', 'en:e500', 'en:e503']",453.0,17.1,8.84,29.8,3.87,6.63,1.1
digestives,5000168036755,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits']",3,[],"['en:e296', 'en:e500', 'en:e500ii', 'en:e503', 'en:e503ii']",483.0,21.3,10.1,15.1,3.7,7.0,1.3
Harrys brioche tressee nature au sucre perle sans additifs 500g,3228857001231,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:cereals-and-their-products', 'en:sweet-pastries-and-pies', 'en:breads', 'en:viennoiseries', 'en:brioches', 'fr:brioches-tressees', 'en:packaged-breads', 'en:pure-butter-brioche', 'fr:brioches-natures']",0,[],[],356.0,13.0,1.0,13.0,4.5,8.6,0.8
Tartines craquantes quinoa - pois chiche,06153153,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:extruded-crispbreads']",0,[],[],378.0,1.6,0.5,0.6,4.7,9.6,0.5
Protein Cacahuetes🥜 & Chocolat🍫,8410076610737,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:sweet-snacks', 'en:nuts-and-their-products', 'en:bars', 'en:dietary-supplements', 'en:bodybuilding-supplements', 'en:nut-bars', 'en:peanut-bars', 'en:protein-bars']",3,[],"['en:e170', 'en:e170i', 'en:e322', 'en:e322i', 'en:e422']",488.0,28.2,7.5,17.0,10.8,25.5,0.956
Lightly Salted Low Fat Corn Cakes,5013665111610,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:biscuits-and-crackers', 'en:cereals-and-their-products', 'en:crackers-appetizers', 'en:puffed-cereal-cakes', 'en:puffed-corn-cakes', 'en:puffed-salty-snacks', 'en:puffed-salty-snacks-made-from-maize']",0,[],[],359.0,1.38,0.414,1.38,,6.9,1.34
Figolu,7622201133337,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:filled-biscuits', 'en:biscuit-filled-with-fruit-paste', 'en:biscuits-et-gateaux', 'en:biscuits-fourres', 'en:biscuits-sec-fourre-a-la-pate-de-fruits', 'en:snacks-sucres']",3,[],"['en:e330', 'en:e500', 'en:e503']",400.0,8.12,3.75,50.0,3.12,4.69,0.000937
Krit krititas galletas saladas,8434165466333,"['en:snacks', 'en:salty-snacks', 'en:sweet-snacks', 'en:appetizers', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:crackers-appetizers', 'es:galletas-saladas', 'es:galletitas-saladas']",4,[],"['en:e223', 'en:e341', 'en:e502', 'en:e503']",505.0,26.0,12.0,8.7,2.5,6.5,1.7
,6111259347021,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits']",2,[],"['en:e322', 'en:e322i', 'en:e476']",522.0,26.0,15.0,37.0,,5.8,0.75
Digestive Avena Choco,8410376026962,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:chocolate-biscuits', 'en:oatmeal-biscuits']",3,[],"['en:e322', 'en:e322i', 'en:e500', 'en:e500ii', 'en:e503', 'en:e503ii']",476.0,21.0,14.0,22.0,6.5,7.6,0.9825
Chip Choco Zero Sin Azúcares,8410376009415,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:chocolate-biscuits']",5,[],"['en:e322', 'en:e322i', 'en:e500', 'en:e500ii', 'en:e503', 'en:e503ii', 'en:e953', 'en:e965']",458.0,24.0,6.0,0.5,4.0,5.9,0.58
Crunchy avoine et miel,8410076601131,"['en:snacks', 'en:sweet-snacks', 'en:bars', 'en:cereal-bars']",2,[],"['en:e322', 'en:e500', 'en:e500ii']",467.0,18.1,2.2,26.8,6.4,8.7,0.835
,6111242380219,"['en:snacks', 'en:breakfasts', 'en:spreads', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:sweet-spreads', 'en:chocolates', 'fr:pates-a-tartiner']",0,[],[],519.8,35.0,13.58,51.0,31.0,4.5,0.5
Biscuit lait chocolat,3175680011534,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:chocolate-biscuits']",5,[],"['en:e322', 'en:e322i', 'en:e336', 'en:e500', 'en:e503']",457.0,17.0,2.8,21.0,5.0,8.5,0.74
,4014400400007,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:chocolate-candies']",1,[],['en:e420'],521.0,29.0,12.7,48.8,,6.0,0.27
Crunchy Avoine & Chocolat Noir x 5 x 2 barres de 21 g,8410076601148,"['en:snacks', 'en:sweet-snacks', 'en:bars', 'en:cereal-bars', 'en:chocolate-cereal-bars']",3,[],"['en:e322', 'en:e322i', 'en:e500', 'en:e500ii']",473.0,19.8,3.4,26.8,7.0,8.7,0.65
Cookie🍪 cacao pépites Sans Sucre,3175681105423,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:chocolate-biscuits']",4,[],"['en:e322', 'en:e500', 'en:e503', 'en:e965']",414.0,18.0,3.3,0.0,8.9,8.0,0.21
Biscoff,5410126716016,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:speculoos']",1,[],"['en:e500', 'en:e500ii']",484.0,19.0,8.0,38.1,1.3,4.9,0.905
Dark milk chocolate,5059697710001,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:milk-chocolates']",0,[],[],597.0,44.6,27.8,33.6,5.6,9.9,0.23
Biscuit soja orange,3175680011442,"['en:snacks', 'en:breakfasts', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:crispy-biscuits', 'en:diet-crispy-biscuit', 'en:dry-biscuits', 'en:shortbread-cookies', 'en:breakfast-biscuit', 'en:shortbread-biscuit-with-fruits']",2,[],"['en:e322', 'en:e500']",444.0,14.0,1.4,18.0,4.9,11.0,0.36
Sablés Anglais L'Original,5000168198491,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:shortbread-cookies', 'en:plain-wheat-biscuits']",3,[],"['en:e296', 'en:e500', 'en:e503']",483.0,21.3,10.1,15.1,3.7,7.0,1.3
petit déjeuner miel et pépites de chocolat,16811207,"['en:snacks', 'en:breakfasts', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:dry-biscuits', 'en:breakfast-biscuit', 'en:breakfast-biscuit-with-cereals-fortified-with-vitamins-and-chemical-elements']",5,[],"['en:e322', 'en:e322i', 'en:e450', 'en:e472e', 'en:e500', 'en:e503']",409.0,15.0,2.8,26.0,7.6,5.7,1.4
P'tit Nature Complet,3229820021027,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits']",2,[],"['en:e392', 'en:e503']",416.0,10.0,0.8,20.0,7.6,7.6,0.45
Excellence À la Pointe de Fleur de Sel Noir,3046920029674,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:chocolates', 'en:dark-chocolates', 'en:salted-chocolates', 'en:fleur-de-sel-chocolates', 'en:salted-dark-chocolates', 'en:dark-chocolates-with-fleur-de-sel', 'en:extra-fine-dark-chocolates']",1,[],"['en:e322', 'en:e322i']",530.0,32.0,20.0,48.0,,6.0,0.27
Excellence Noir Corsé 78% Cacao,3046920010047,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates', 'en:dark-chocolate-bar-with-more-than-70-cocoa']",0,[],[],570.0,46.0,29.0,17.0,,10.0,0.0375
Картофельные чипсы со вкусом парики,5053990161669,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:potato-crisps', 'en:flavoured-potato-crisps', 'en:paprika-crisps', 'en:salty-snacks-made-from-potato']",7,[],"['en:e160b', 'en:e160c', 'en:e330', 'en:e471', 'en:e621', 'en:e627', 'en:e631']",522.0,30.0,2.8,3.2,4.4,6.7,1.28
Brioche moins de sucre,3228857001378,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:sweet-pastries-and-pies', 'en:breads', 'en:viennoiseries', 'en:brioches', 'fr:brioches-tranchees', 'fr:brioches-natures']",0,[],[],327.0,11.0,1.1,9.3,7.2,8.4,1.0
Pringles Original,5053990167807,"['en:snacks', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps']",2,[],"['en:e160b', 'en:e471']",530.0,31.0,3.0,0.9,3.5,6.1,0.983
Lentil & Pea Veggie Cakes - Beetroot & Balsamic,5013665115373,"['en:snacks', 'en:salty-snacks', 'en:appetizers', 'en:biscuits-and-crackers', 'en:crackers-appetizers', 'en:vegetable-cakes']",0,[],[],426.0,11.7,1.06,3.19,6.38,25.5,1.1
Chocolat monogram,6111025120605,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates', 'fr:mini-chocolats']",2,[],"['en:e322', 'en:e322i']",528.0,30.0,18.0,53.0,7.3,5.0,0.0
Fourrés Chocolat au Lait,3229820181950,"['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:biscuits', 'en:chocolate-biscuits', 'en:filled-biscuits', 'en:milk-chocolate-biscuits']",4,[],"['en:e392', 'en:e414', 'en:e500', 'en:e503']",486.0,20.0,7.2,30.0,3.8,7.5,0.52
Pringles,5053990107339,"['en:snacks', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:salty-snacks-made-from-potato']",0,[],[],534.0,31.0,6.6,1.4,3.5,5.9,1.1
,8410510012202,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates', 'en:dark-chocolate-bar']",1,[],['en:e322'],569.0,47.0,30.0,12.0,,14.0,0.02
LINDT EXCELLENCE 100% COCOA,3046920016377,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates']",0,[],[],640.0,54.0,0.0,0.0,0.0,14.0,0.0
180G C OR NOIR NOISETTE,7622210995087,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates', 'en:chocolates-with-hazelnuts', 'en:dark-chocolates-with-hazelnuts', 'en:extra-fine-dark-chocolates']",1,[],"['en:e322', 'en:e322i']",569.0,39.0,16.0,40.0,7.8,7.3,0.01
Barres de fruits secs & noix Myrtilles,5060088707685,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:sweet-snacks', 'en:nuts-and-their-products', 'en:bars', 'en:nut-bars', 'fr:barres-aux-fruits']",0,[],[],368.0,11.0,1.7,49.0,9.5,6.6,0.01
