product_name,code,categories_tags,additives_n,additives,additives_tags,energy_kcal_100g,fat_100g,saturated_fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g
Chips,5017764128104,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:potato-crisps', 'en:corn-chips']",0,[],[],494.0,25.4,3.5,0.1,4.0,7.7,0.9
Pâte d'arachide,8198701234564,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:spreads', 'en:nuts-and-their-products', 'en:plant-based-spreads', 'en:oilseed-purees', 'en:legume-butters', 'en:nut-butters', 'en:peanut-butters']",0,[],[],582.0,48.2,14.0,11.2,6.5,24.3,0.7
Pringles Sare,5053990101573,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:salty-snacks-made-from-potato']",1,[],['en:e471'],530.0,31.0,3.0,0.9,3.5,6.1,1.0
Flora Buttery,8719200269743,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:salted-spreads', 'en:vegetable-fats', 'en:spreadable-fats', 'en:margarines']",2,[],"['en:e160a', 'en:e160ai', 'en:e322', 'en:e322i']",677.0,75.0,28.0,0.5,,0.5,1.2775
wasa,7300400481571,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:cereals-and-their-products', 'en:chips-and-fries', 'en:crisps', 'en:breads', 'en:crispbreads', 'en:crispbreads-wholemeal']",0,[],[],338.0,1.5,0.3,2.0,20.0,9.0,1.0
Cracotte,3041090063114,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:extruded-crispbreads']",1,[],['en:e450'],387.0,2.7,1.0,7.9,3.0,11.0,1.7
Everyday White Rolls,5025125000150,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:white-breads']",1,[],['en:e300'],245.0,0.75,0.0125,3.38,1.8,10.0,0.762
Strawberry Jam,3045320094008,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:breakfasts', 'en:spreads', 'en:fruits-based-foods', 'en:plant-based-spreads', 'en:sweet-spreads', 'en:fruit-and-vegetable-preserves', 'en:jams', 'en:berry-jams', 'en:strawberry-jams']",1,[],['en:e440'],241.0,0.1,0.0,59.0,1.2,0.4,0.0
Harrys brioche tressee nature au sucre perle sans additifs 500g,3228857001231,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:cereals-and-their-products', 'en:sweet-pastries-and-pies', 'en:breads', 'en:viennoiseries', 'en:brioches', 'fr:brioches-tressees', 'en:packaged-breads', 'en:pure-butter-brioche', 'fr:brioches-natures']",0,[],[],356.0,13.0,1.0,13.0,4.5,8.6,0.8
Quaker Rolled Oats,5000108022152,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:flakes', 'en:cereal-flakes', 'en:rolled-flakes', 'en:porridge', 'en:rolled-oats']",0,[],[],368.0,8.5,1.75,1.0,10.0,12.3,0.00625
Tartines craquantes quinoa - pois chiche,06153153,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:extruded-crispbreads']",0,[],[],378.0,1.6,0.5,0.6,4.7,9.6,0.5
Protein Cacahuetes🥜 & Chocolat🍫,8410076610737,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:sweet-snacks', 'en:nuts-and-their-products', 'en:bars', 'en:dietary-supplements', 'en:bodybuilding-supplements', 'en:nut-bars', 'en:peanut-bars', 'en:protein-bars']",3,[],"['en:e170', 'en:e170i', 'en:e322', 'en:e322i', 'en:e422']",488.0,28.2,7.5,17.0,10.8,25.5,0.956
Crunchy Peanut Butter,5013665108801,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:spreads', 'en:nuts-and-their-products', 'en:plant-based-spreads', 'en:oilseed-purees', 'en:legume-butters', 'en:nut-butters', 'en:peanut-butters', 'en:crunchy-peanut-butters']",0,[],[],643.0,54.3,7.9,3.8,6.7,27.7,1.0
Brazil Nuts,20202392,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:nuts-and-their-products', 'en:nuts', 'en:shelled-nuts', 'en:brazil-nuts', 'en:brazil-nuts-unsalted', 'en:shelled-brazil-nuts']",0,[],[],700.0,66.7,16.3,2.67,10.0,17.0,0.0333
Delicia double concentre de tomates,6111162001201,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:vegetables-based-foods', 'en:tomatoes-and-their-products', 'en:tomato-pastes']",0,[],[],91.0,0.09,0.0,0.0,0.0,4.13,0.0
Lightly Salted Low Fat Corn Cakes,5013665111610,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:biscuits-and-crackers', 'en:cereals-and-their-products', 'en:crackers-appetizers', 'en:puffed-cereal-cakes', 'en:puffed-corn-cakes', 'en:puffed-salty-snacks', 'en:puffed-salty-snacks-made-from-maize']",0,[],[],359.0,1.38,0.414,1.38,,6.9,1.34
Menguy's Beurre de cacahuètes creamy,3327272107259,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:spreads', 'en:nuts-and-their-products', 'en:plant-based-spreads', 'en:nuts', 'en:oilseed-purees', 'en:legume-butters', 'en:nut-butters', 'en:peanut-butters']",0,[],[],629.0,52.0,9.5,8.7,6.7,25.0,0.86
100% mie complet 500g,3228857000166,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads', 'en:sliced-breads-without-crust', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",0,[],[],250.0,4.3,0.4,5.5,6.5,7.5,1.1
Nutritional Yeast Flakes,5016084000374,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:condiments', 'en:flakes', 'en:food-additives', 'en:nutritional-yeast']",0,[],[],349.0,5.0,1.0,1.0,20.0,47.0,0.245
BjORG AMANDE ALMOND SANS SUGRES- NO SUGAR,3229820787015,"['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:dairy-substitutes', 'en:milk-substitutes', 'en:nuts-and-their-products', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:nut-based-drinks', 'en:almond-based-drinks', 'en:unsweetened-plain-almond-based-drinks']",2,[],"['en:e412', 'en:e415']",25.0,1.7,0.2,0.5,0.5,0.7,0.05
Tartine doux,3155251205302,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:salted-spreads', 'en:spreadable-fats', 'en:vegetable-fats', 'en:margarines', 'en:light-margarines']",5,[],"['en:e100', 'en:e160b', 'en:e322', 'en:e322i', 'en:e392', 'en:e471']",495.0,55.0,15.0,0.0,,0.0,0.4
ProActiv Margarine Tartine,8719200012608,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:salted-spreads', 'en:vegetable-fats', 'en:spreadable-fats', 'en:margarines', 'en:light-margarines', 'en:margarines-with-plant-sterols-esters', 'en:salted-margarines', 'en:30-40-lightly-salted-vegetable-fat-with-plant-sterols-esters']",1,[],"['en:e322', 'en:e322i']",314.0,35.0,7.6,0.5,,0.5,0.2
Oméga 3® Doux,3366321051983,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:salted-spreads', 'en:vegetable-fats', 'en:spreadable-fats', 'en:margarines', 'en:light-margarines', 'en:unsalted-margarines', 'en:light-unsalted-margarines']",4,[],"['en:e160a', 'en:e160ai', 'en:e322', 'en:e322i', 'en:e440', 'en:e471']",468.0,52.0,17.0,0.0,,0.0,0.4125
No. 6 Sourdough Majestic Malted,5025125000105,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads']",0,[],[],255.0,2.7,0.8,1.8,3.6,9.3,0.99
"Muesli SuperFruits Raisins, cassis,cranberry, myrtille",3229820782560,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereals-with-fruits', 'en:mueslis', 'en:mueslis-with-fruits']",0,[],[],358.0,6.0,0.9,13.0,10.0,11.0,0.04
Dark Rye Sourdough,4088600327587,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads']",0,[],[],234.0,1.3,0.1,1.5,5.2,7.9,0.7975
Ramona's Heavenly Houmous,5060228323799,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:condiments', 'en:spreads', 'en:plant-based-spreads', 'en:salted-spreads', 'en:sauces', 'en:dips', 'en:hummus']",2,[],"['en:e202', 'en:e330']",272.0,21.6,1.8,0.6,5.0,6.4,0.9825
Corn Flakes,3159470000120,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:flakes', 'en:cereal-flakes', 'en:extruded-cereals', 'en:extruded-flakes', 'en:corn-flakes']",0,[],[],378.0,0.9,0.2,8.0,3.0,7.0,1.1
Biscottes 6 Céréales,3392460480827,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks', 'en:multigrain-rusks']",3,[],"['en:e300', 'en:e471', 'en:e481']",402.0,7.8,2.4,3.4,5.0,13.0,1.6
MULTISEED WHOLEMEAL FARMHOUSE LOAF,01318180,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:multigrain-sliced-breads', 'en:wholemeal-breads']",1,[],['en:e300'],270.0,7.5,1.1,4.2,7.4,12.8,0.84
Haferdrink Barista,7394376616501,"['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:dairy-substitutes', 'en:cereals-and-their-products', 'en:milk-substitutes', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:cereal-based-drinks', 'en:oat-based-drinks']",1,[],"['en:e340', 'en:e340ii']",61.0,3.0,0.3,3.4,0.8,1.1,0.1
Hule D'olive,6111099000247,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:vegetable-fats', 'en:olive-tree-products', 'en:vegetable-oils', 'en:olive-oils', 'en:virgin-olive-oils']",0,[],[],822.0,90.0,13.0,0.0,66.0,0.0,0.0
SPAGHETTI N° 5,8076800195057,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:pastas', 'en:cereal-pastas', 'en:dry-pastas', 'en:durum-wheat-pasta', 'en:spaghetti', 'en:dry-durum-wheat-pasta', 'en:durum-wheat-spaghetti']",0,[],[],359.0,2.0,0.5,3.5,3.0,13.0,0.01
Картофельные чипсы со вкусом парики,5053990161669,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:potato-crisps', 'en:flavoured-potato-crisps', 'en:paprika-crisps', 'en:salty-snacks-made-from-potato']",7,[],"['en:e160b', 'en:e160c', 'en:e330', 'en:e471', 'en:e621', 'en:e627', 'en:e631']",522.0,30.0,2.8,3.2,4.4,6.7,1.28
Brioche moins de sucre,3228857001378,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:sweet-pastries-and-pies', 'en:breads', 'en:viennoiseries', 'en:brioches', 'fr:brioches-tranchees', 'fr:brioches-natures']",0,[],[],327.0,11.0,1.1,9.3,7.2,8.4,1.0
,6111262821150,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:spreads', 'en:nuts-and-their-products', 'en:plant-based-spreads', 'en:oilseed-purees', 'en:legume-butters', 'en:nut-butters', 'en:peanut-butters', 'fr:peanut-butt']",0,[],[],583.0,48.2,9.9,2.75,0.0,24.3,1.25
White Sourdough,5057967395071,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads']",0,[],[],238.0,2.8,0.1,2.7,4.7,7.5,0.7675
Huile d'olive vierge extra,4056489141877,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:vegetable-fats', 'en:olive-tree-products', 'en:vegetable-oils', 'en:olive-oils', 'en:extra-virgin-olive-oils', 'en:virgin-olive-oils']",0,[],[],828.0,92.0,14.0,0.0,0.0,0.0,0.0
Pain de mie Bio grandes tranches céréales & graines 500g,3760049794298,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads', 'en:multigrain-sliced-breads', 'en:packaged-breads']",1,[],['en:e300'],310.0,8.6,0.9,4.9,4.0,9.2,1.0
Flocons d'avoine complète,3168930009078,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:flakes', 'en:cereal-flakes', 'en:rolled-flakes', 'en:rolled-oats']",0,[],[],375.0,8.0,1.5,1.1,9.0,11.0,0.01
Pain grillé au blé complet,3017760542890,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:rusks', 'en:toasts']",2,[],"['en:e270', 'en:e300']",387.0,4.9,2.1,2.6,5.1,12.0,1.8
Alvalle Gazpacho l'original,3168930163480,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:meals', 'en:soups', 'en:vegetable-soups', 'en:cold-soups', 'en:gazpacho']",0,[],[],40.0,2.2,0.4,3.3,1.2,0.9,0.62
Organic Piadina 4 Wholeblend Flatbreads with Extra Virgin Olive Oil,5060198641251,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:white-breads', 'en:piadina', 'en:wheat-breads', 'en:wheat-flatbreads']",0,[],[],305.0,8.53,1.73,1.07,4.53,7.87,1.57
Houilor,6111024002186,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:vegetable-fats', 'en:olive-tree-products', 'en:vegetable-oils', 'en:olive-oils']",0,[],[],900.0,100.0,12.6,0.0,0.0,0.0,0.0
Country Crisp 4 noix,5010477348357,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:breakfast-cereals-rich-in-fibre', 'en:cereals-with-nuts', 'en:crunchy-cereal-clusters', 'en:cereal-clusters-with-nuts']",0,[],[],465.0,20.0,2.6,18.0,6.1,11.0,0.03
Copos de avena,4008713756661,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:flakes', 'en:cereal-flakes', 'en:rolled-flakes', 'en:rolled-oats']",0,[],[],375.0,7.0,1.3,0.7,10.0,14.0,0.02
Double concentré de tomates,6111021026000,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:vegetables-based-foods', 'en:tomatoes-and-their-products', 'en:double-concentrate-tomato-paste', 'en:tomato-pastes', 'en:aliments-d-origine-vegetale', 'en:aliments-et-boissons-a-base-de-vegetaux', 'en:aliments-a-base-de-fruits-et-de-legumes', 'en:canned-double-concentrate-tomato-paste', 'en:concentres-de-tomates', 'en:legumes-et-derives', 'en:tomates-et-derives']",0,[],[],123.0,0.4,0.1,9.0,3.0,4.6,0.5
Maizena Fleur de Maïs Sans Gluten 400g,8712100338694,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:cooking-helpers', 'en:starches', 'en:cereal-starches', 'en:corn-starch']",0,[],[],355.0,0.5,0.1,0.5,1.0,0.5,0.01
Petit Pains Grillés Blé complet,4056489039518,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:toasts', 'en:toasted-bread-rolls']",1,[],['en:e300'],408.0,10.0,0.9,4.2,6.9,10.0,1.0
Ratatouille Cuisinée à la Provençal,3083681095296,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:vegetable-based-foods-and-beverages', 'en:canned-foods', 'en:meals', 'en:vegetables-based-foods', 'en:canned-plant-based-foods', 'en:canned-vegetables', 'en:prepared-vegetables', 'en:canned-meals', 'en:plant-based-meals', 'en:ratatouille', 'en:vegetables-prepared-processed-shelf-stable']",0,[],[],72.0,4.1,0.6,5.5,3.4,1.3,0.81
Crunchy Peanut Butter,5014213711290,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:spreads', 'en:nuts-and-their-products', 'en:plant-based-spreads', 'en:oilseed-purees', 'en:legume-butters', 'en:nut-butters', 'en:peanut-butters', 'en:crunchy-peanut-butters']",0,[],[],603.0,47.0,6.3,5.3,8.1,26.0,0.02
Chickpeas In Water,5051399182506,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:canned-foods', 'en:legumes', 'en:seeds', 'en:canned-plant-based-foods', 'en:legume-seeds', 'en:pulses', 'en:chickpeas', 'en:canned-legumes', 'en:canned-chickpeas']",1,[],['en:e300'],115.0,2.25,0.333,0.333,6.92,6.75,0.0833
,20150907,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:dried-products', 'en:fruits-based-foods', 'en:dried-plant-based-foods', 'en:fruits', 'en:dried-fruits', 'en:berries', 'en:cranberries', 'en:dried-cranberries']",0,[],[],340.0,1.33,0.0,70.7,6.0,0.667,0.0333
POM'POTES Compotes Gourdes Pomme Nature 1x90g,3021769505602,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:desserts', 'en:fruits-based-foods', 'en:compotes', 'en:apple-compotes', 'en:applesauces', 'en:compotes-to-drink', 'en:fruits-desserts', 'fr:compotes-sans-sucres']",1,[],['en:e300'],61.0,0.6,0.2,11.0,1.2,0.5,0.01
"Chicorée & Café, RICORÉ® L'Original, Boîte de 260g",7613032655495,"['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:plant-based-beverages', 'en:beverage-preparations', 'en:coffees', 'en:instant-beverages', 'en:instant-coffee-substitutes', 'en:instant-coffees', 'en:instant-mix-of-chicory-and-coffee-powder']",0,[],[],141.0,0.5,0.1,9.1,45.3,2.7,0.23
simply nutty muesli,5018357012497,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:nuts-and-their-products', 'en:breakfast-cereals', 'en:nuts', 'en:mueslis', 'en:cereals-with-nuts', 'en:mueslis-with-nuts']",0,[],[],376.0,6.8,1.1,14.2,8.6,9.9,0.03
Aicha Tomato Paste,6111021090056,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:vegetables-based-foods', 'en:vegetables', 'en:tomatoes-and-their-products', 'en:tomatoes', 'en:tomato-pastes']",0,[],[],117.0,0.4,0.0,9.0,3.0,4.6,0.5
Muesli Crunchy 0%,8402001010873,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:seeds', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:cereal-grains', 'en:mueslis', 'es:cereales-muesly']",0,[],[],401.0,12.0,1.4,3.2,23.0,8.8,0.08
Classic Torinesi Breadsticks,5060198640261,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:breadsticks']",0,[],[],402.0,6.5,1.0,2.8,1.2,19.8,2.1
